Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure,churn,customerID
0,0,0,0,0,1,0,1.0438094823259778,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1.074269223652093,1,0.6754621043330061,1,5655-JSMZM
0,1,0,0,1,0,0,0.47705992287476395,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1.4352708669704213,1,1.5310852911355222,0,5915-ANOEI
0,1,0,0,1,1,0,1.4377087362554137,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2.436810531494634,0,1.6125732136881425,0,9861-PDSZP
0,0,0,0,1,1,0,0.3191678168692938,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.8158440549573976,0,-1.076528230548336,1,4505-EXZHB
0,0,0,0,0,1,0,0.9972728616085759,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.31739045688706796,1,-0.6283446565089229,0,7225-CBZPL
0,0,0,0,0,0,0,-0.6281848191635273,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,-0.4195253550577896,1,-0.13941712119319946,0,6704-UTUKK
0,0,0,0,1,1,0,1.346297516989089,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.7668281275847532,0,-1.076528230548336,1,4587-VVTOX
0,1,0,0,1,1,0,1.2565483198912426,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1.7706836373129315,1,1.24587756220135,0,2019-HDCZY
0,0,0,0,0,1,0,0.3008855730160285,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.4407905908756245,1,-0.6690886177852331,1,4652-NNHNY
1,0,0,0,1,0,0,-0.1146199691036296,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.6009853704657361,1,1.082901717096109,0,8788-DOXSU
0,0,0,0,1,0,0,-0.24093365390800586,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.9361338173169971,0,-1.1987601143772668,0,7404-JLKQG
0,0,0,0,0,0,0,-1.1816382012669122,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.9072360383529268,0,-0.9950403079957154,0,7421-ZLUPA
0,0,0,0,0,1,0,0.6565583170704561,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,-0.7219814217573068,0,-1.0357842692720256,1,8972-HJWNV
0,1,0,1,0,0,1,-1.5024084797832884,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.37132562449558076,0,1.4495973685829016,0,3274-NSDWE
0,1,1,0,1,1,0,1.5606983767228326,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2.3065278730505123,0,1.4495973685829016,0,2632-IVXVF
1,0,0,0,1,1,0,1.3861860490325761,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1.4729262171167328,0,0.797693988161937,0,3692-JHONH
0,1,1,0,0,1,0,1.4260745810760636,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2.4867529525439886,1,1.6125732136881425,0,8915-NNTRC
1,0,0,1,0,0,1,-1.5123806127941604,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.7456511292599384,0,-0.01718523736426863,0,5914-GXMDA
0,1,0,1,0,0,1,-1.4874502802669807,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.37926699886738635,0,1.6125732136881425,0,7463-IFMQU
0,0,1,0,0,1,0,0.17124784387469535,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,-0.9765024703736753,1,-1.2802480369298874,0,2920-RNCEZ
1,0,1,0,0,0,0,-0.03650492718513379,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0.21179184812749813,1,0.3902543753988342,0,2541-YGPKE
0,1,0,1,0,0,1,-1.3312201964299892,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.7020176889615178,0,-0.3023929662984406,1,8515-OCTJS
0,0,0,0,0,0,0,-0.461982602315664,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.00672791434887442,1,0.512486259227765,0,5382-TEMLV
1,0,1,0,1,0,0,-0.14619839030472373,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0.15761402741318026,0,0.4309983366751445,0,3441-CGZJH
1,0,0,0,1,0,0,0.48038396721172105,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0.27728612732163915,1,0.18653456901728277,0,9592-ERDKV
0,0,0,0,0,1,0,0.6981088712824219,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,-0.24521218759665736,0,-0.506112772679992,1,2860-RANUS
0,0,0,0,0,0,0,-1.3411923294408608,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.9691566990797551,0,-1.1580161531009565,1,5261-QSHQM
0,1,0,0,1,1,0,1.5058516451630375,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1.9511072511657028,1,1.24587756220135,0,4778-IZARL
0,0,0,0,0,1,0,0.8609870437933281,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.9025153324763533,1,-1.1987601143772668,0,0432-CAJZV
0,1,1,1,0,0,1,-1.3129379525767242,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.2695436762969395,1,1.368109446030281,0,7008-LZVOZ
0,0,0,0,1,1,0,1.359593694336918,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.30715451870893007,1,-0.18016108246950976,1,8868-WOZGU
0,0,0,0,0,1,0,0.6781646052606785,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,-0.7004073547139016,0,-0.9950403079957154,0,1200-TUZHR
0,1,1,1,0,0,1,-1.344516373777818,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.27737475380246995,1,1.5718292524118322,0,9365-CSLBQ
0,0,0,0,0,0,0,-1.3478404181147754,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.9966647375287594,1,-1.2802480369298874,1,1334-FJSVR
0,1,1,1,0,0,1,-1.3195860412506386,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.18770340152083206,0,1.6125732136881425,0,5884-FBCTL
0,0,0,0,0,0,0,-0.34065498401672384,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,-0.6433397561031766,1,-0.6690886177852331,0,7130-CTCUS
0,1,0,0,1,1,0,1.0571056596738067,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1.826935039113221,1,1.368109446030281,0,6242-FEGFD
0,0,0,0,0,1,0,0.3889727479453962,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.6376704971766376,0,-0.8728084241667845,1,7625-XCQRH
1,0,0,0,1,0,0,0.5435408096139093,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0.8130641849394548,1,0.7569500268856267,0,6194-HBGQN
0,0,1,0,0,0,0,-0.874164100098365,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,-0.8614187201022596,0,-0.9950403079957154,0,7634-WSWDB
0,0,0,0,0,1,0,0.9341160192063881,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.41729735835903303,1,-0.7505765403378537,0,6986-IXNDM
0,0,0,0,0,1,0,0.9540602852281315,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,-0.8475654336981098,0,-1.1580161531009565,1,1731-TVIUK
0,1,0,0,1,0,0,0.6615443835758922,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1.635812629231767,0,1.5310852911355222,0,2987-BJXIK
0,1,1,0,0,0,0,0.03994809256488325,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1.1507049519807218,0,1.5310852911355222,0,9769-TSBZE
1,0,0,0,0,1,0,1.2199838321847127,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1.3631808351730308,0,0.8791819107145575,1,0406-BPDVR
0,0,1,0,0,1,0,0.3357880385540801,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.09474520262419675,1,-0.18016108246950976,1,0618-XWMSS
0,1,0,1,0,0,1,-1.4641819699082799,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.7924831786803362,1,-0.3431369275747509,0,1395-WSWXR
0,1,0,0,0,0,0,-0.11129592476667229,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0.8152701222649563,0,1.4903413298592119,0,6023-GSSXW
0,0,1,0,0,0,0,-0.3423170061852024,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.007875001758135184,1,0.3902543753988342,0,6752-APNJL
0,0,0,0,0,1,0,0.15961368869534465,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.9492812037769861,0,-1.2395040756535771,1,5276-KQWHG
0,0,0,0,1,1,0,1.1618130562879607,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0.773269075587407,0,0.2680224915699033,0,0420-HLGXF
0,1,1,0,1,1,0,1.4942174899836873,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.1547418172863892,1,0.512486259227765,0,7446-KQISO
0,1,1,0,1,0,0,0.5335686766030371,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1.5195156134313252,1,1.6125732136881425,0,9823-EALYC
0,1,0,1,0,0,1,-1.4791401694245876,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.679539187614657,0,0.22727853029359305,0,0582-AVCLN
0,1,0,0,1,0,0,0.09978089063011394,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1.1123878206367597,1,1.6125732136881425,0,5803-NQJZO
0,0,0,1,0,0,1,-1.35448850678869,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.9967529750217794,1,-1.2802480369298874,1,2565-JSLRY
0,1,1,1,0,0,1,-1.495760391109374,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.3832376860532891,1,1.6125732136881425,0,2607-DHDAK
0,1,0,1,0,0,1,-1.2996417752288951,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.37044324956538016,1,0.9199258719908678,0,1073-XXCZD
1,0,1,0,1,0,0,-0.28747027462540753,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0.2716168683951,0,0.7569500268856267,0,0743-HRVFF
0,1,0,0,1,0,0,0.7280252703150375,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1.335121312392651,1,1.24587756220135,0,4006-HKYHO
0,0,0,1,0,0,1,-1.4758161250876303,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9983633092693955,0,-1.2802480369298874,0,3727-JEZTU
0,1,1,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.8081453336913972,0,-0.38388088885106114,0,8143-ETQTI
0,0,0,0,0,0,0,-0.47361675749501453,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.9850615071966212,0,-1.2802480369298874,1,6689-KXGBO
0,0,0,0,0,0,0,-0.34730307269063826,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.9557225407674506,0,-1.2395040756535771,0,9667-TKTVZ
0,0,0,0,1,1,0,1.4393707584238922,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1.568862431402795,0,0.797693988161937,0,3657-COGMW
1,0,0,0,0,0,0,-0.34397902835368094,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.171975068390006,0,0.1457906077409725,0,8570-KLJYJ
0,0,0,0,0,0,0,-0.6464670630167922,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.9873556820151429,0,-1.2802480369298874,0,7754-IXRMC
1,0,0,0,1,0,0,-0.1927350110221254,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.27744093192223496,0,-0.18016108246950976,0,9473-CBZOP
1,0,1,0,1,0,0,0.15462762218990903,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,-0.7968950533313393,0,-1.0357842692720256,0,2969-WGHQO
0,0,0,0,0,1,0,1.1884054109836186,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.38284061733469893,1,-0.7505765403378537,1,6615-NGGZJ
0,1,0,0,1,0,0,0.005045627026832042,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0.9982746827885648,1,1.6125732136881425,0,4334-HOWRP
0,0,1,1,0,0,1,-1.472492080750673,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.9983191905228855,0,-1.2802480369298874,1,4255-DDUOU
0,0,0,1,0,0,1,-1.5273388123104679,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9353617392530715,0,-0.9135523854430948,0,5863-OOKCL
1,0,0,1,0,0,1,-1.495760391109374,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.6323983069686889,1,0.3902543753988342,0,1686-STUHN
0,0,0,0,0,0,0,-1.3212480634191175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9235599745616382,0,-1.0357842692720256,0,1329-VHWNP
0,0,0,0,1,1,0,0.3324639942171226,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.8653452885416523,1,-1.1580161531009565,1,2984-MIIZL
0,1,1,0,1,1,0,1.6454615073152428,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2.5479677133266567,1,1.6125732136881425,0,0266-GMEAO
0,0,0,0,0,0,0,-1.3411923294408608,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.7943582254070125,0,-0.506112772679992,1,5590-YRFJT
0,1,0,0,1,1,0,1.4759352461304225,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2.1028977985334647,1,1.24587756220135,0,5574-NXZIU
0,1,0,0,1,0,0,-0.6564391960276642,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12212049584586022,0,0.9606698332671781,0,0019-GFNTW
0,0,1,0,0,0,0,-0.4586585579787067,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.8808309685666732,0,-1.1172721918246462,0,4256-ZWTZI
0,1,0,0,1,1,0,1.5174858003423883,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2.5144154066057784,0,1.6125732136881425,0,8309-PPCED
0,0,1,0,1,1,0,0.6598823614074136,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1.5001695430866768,1,1.4495973685829016,0,4098-NAUKP
1,0,1,0,0,0,0,-0.1578325454840742,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0.7547612614264491,1,1.4088534073065913,0,5196-WPYOW
0,0,1,0,0,0,0,-0.6697353733754932,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.8444991808156627,1,-0.9950403079957154,0,4608-LCIMN
0,0,1,0,0,1,0,0.9457501743857384,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1.0360844485476612,1,0.797693988161937,0,1485-YDHMM
0,0,1,1,0,0,1,-1.4808021915930663,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.8300282319603725,0,-0.5876006952326126,0,4054-CUMIA
0,1,1,1,0,0,1,-1.3079518860712882,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.3305599027203122,0,1.082901717096109,0,0603-TPMIB
0,1,0,1,0,0,1,-1.4691680364137156,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.5251456342028037,0,1.1236456783724194,0,2525-GVKQU
0,0,0,0,0,1,0,0.974004551249875,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.697958764282595,1,-1.0357842692720256,0,8161-QYMTT
1,0,1,0,1,0,0,-0.997153740565784,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.13367999641929915,1,1.082901717096109,0,9581-GVBXT
0,1,0,0,1,0,0,-0.13456423512537324,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0.26916827796379345,1,0.5532302205040753,0,5862-BRIXZ
0,0,0,0,0,0,0,-0.44702440279935624,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.8916400614616308,1,-1.1172721918246462,0,5404-GGUKR
0,1,0,0,1,0,0,-0.024870772005783543,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0.7074659651676958,1,1.082901717096109,0,3308-JSGML
0,1,0,0,1,0,0,0.6648684279128493,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.6033853505468942,0,1.5310852911355222,0,2126-GSEGL
0,0,0,0,0,1,0,0.20615030941274656,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.6041181904557591,0,-0.7505765403378537,1,3677-TNKIO
0,0,0,0,0,0,0,-0.48691293484284354,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.06361942696137005,0,0.4717422979514547,0,0440-QEXBZ
0,1,0,0,1,1,0,0.9906247729346612,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1.6171283400847687,0,1.2866215234776603,0,2434-EEVDB
0,1,1,0,1,0,0,-0.1678046784949459,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0.5916542555788645,0,1.0421577558197987,0,6762-QVYJO
1,0,0,0,0,1,0,1.178433277972747,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1.0899754974096643,0,0.5532302205040753,0,6199-IWKGC
0,0,0,0,0,1,0,1.1335586794238242,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1.5430088459479168,1,1.0421577558197987,0,2675-DHUTR
0,1,0,0,0,1,0,1.0936701473803367,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,2.0234619954421533,0,1.6125732136881425,0,8152-VETUR
0,0,0,0,1,0,0,-0.8143313020331343,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,-0.48987269636803393,0,-0.09867315991688919,1,9667-EQRXU
0,0,0,0,0,0,0,-0.15118445681015957,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.7148783035691918,1,-0.8728084241667845,0,7446-YPODE
0,0,0,0,1,0,0,-0.2841462302884502,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-0.22824852956355043,0,0.06430268518835193,0,9522-BNTHX
0,1,0,0,0,0,0,-0.6182126861526555,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.06558232219325554,1,0.8791819107145575,0,4676-WLUHT
0,0,0,0,0,0,0,-0.47195473532653576,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.9388250608541089,0,-1.1987601143772668,1,3329-WDIOK
0,1,1,1,0,0,1,-1.3262341299245533,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.1871077984429466,0,1.6125732136881425,0,7980-MHFLQ
0,0,1,0,1,1,0,0.6665304500813278,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0.44990072304213524,0,0.3087664528462136,1,2873-ZLIWT
0,0,1,0,0,0,0,0.02997595955401154,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,-0.9480899976212154,0,-1.2395040756535771,1,3415-TAILE
0,1,1,0,1,0,0,-0.04813908236448427,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0.49668865371602294,1,0.8791819107145575,0,0757-WCUUZ
0,0,0,0,0,0,0,-0.4885749570113221,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6943410270687723,0,-0.7505765403378537,0,1629-DQQVB
0,0,0,0,0,1,0,0.18953008772796023,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.97625981726787,0,-1.2802480369298874,1,1915-IOFGU
0,0,0,0,1,1,0,0.9989348837770544,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.5867133449575519,0,-0.9135523854430948,1,3045-XETSH
0,0,0,0,0,0,0,-0.48691293484284354,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.9852379821826613,0,-1.2802480369298874,0,0374-AACSZ
0,0,0,1,0,0,1,-1.4974224132778524,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9986500811217108,1,-1.2802480369298874,1,7239-HZZCX
1,0,0,0,0,0,0,-0.0049265059840396625,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.6098311791409974,1,0.9606698332671781,0,4872-VXRIL
0,1,0,0,0,0,0,0.4920181223910713,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1.426138286442845,0,1.4495973685829016,0,9140-CZQZZ
1,0,1,1,0,0,1,-1.5057325241202457,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.8873605430501578,0,-0.7505765403378537,0,3423-HHXAO
0,1,1,0,0,1,0,1.155164967614046,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1.9344744837314216,1,1.4495973685829016,0,9938-TKDGL
0,0,0,0,0,1,0,0.30587163952146457,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.780504550015052,1,0.9199258719908678,0,0531-ZZJWQ
0,0,0,0,0,0,0,-0.860867922750536,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.7142385817447963,0,-0.6690886177852331,0,6537-QLGEX
0,0,0,0,0,1,0,0.49035610022259274,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-0.6903482805096146,1,-0.9542963467194051,0,2688-BHGOG
0,0,1,0,0,0,0,0.021665848711618373,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,-0.5937061662793918,1,-0.7505765403378537,1,7683-CBDKJ
0,0,0,0,1,1,0,1.1269105907499095,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1.557082726084617,1,1.0421577558197987,1,0946-CLJTI
0,0,0,0,0,0,0,-0.6148886418156984,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.11627476193328114,1,0.8384379494382472,0,3160-TYXLT
0,1,0,0,1,1,0,1.1485168789401314,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,2.0564628178316573,1,1.5310852911355222,0,1325-USMEC
0,0,1,0,0,1,0,1.0305133049781485,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.4133928492928953,0,-0.7505765403378537,0,0916-QOFDP
1,0,1,0,1,0,0,0.08980875761924224,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,-0.32614802806930915,1,-0.42462485012737144,1,0628-CNQRM
0,0,0,0,0,1,0,0.4438194795051913,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,-0.6697889446359401,0,-0.9135523854430948,0,5606-AMZBO
0,1,1,1,0,0,1,-1.286345597881066,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.7018191546022227,0,-0.13941712119319946,0,6199-IPCAO
0,0,0,0,0,1,0,0.15961368869534465,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9766568859864604,0,-1.2802480369298874,1,7665-TOALD
1,0,0,0,1,0,0,0.6499102283965414,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.7835708028974991,1,0.6754621043330061,1,0112-QWPNC
0,0,0,0,0,1,0,1.1767712558042684,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,2.0154985616970933,0,1.4495973685829016,1,0324-BRPCJ
0,0,0,0,0,1,0,0.44049543516823375,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.9729288519063627,0,-1.2802480369298874,1,2777-PHDEI
1,0,0,0,0,0,0,-0.8126692798646555,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-0.4836519531101196,0,-0.09867315991688919,0,5640-CAXOA
0,1,0,0,1,0,0,0.4787219450432425,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1.3758870341679195,0,1.6125732136881425,0,2235-EZAIK
0,0,0,1,0,0,1,-1.4591959034028439,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.8983902296776655,0,-0.9135523854430948,0,3847-BAERP
0,0,0,0,0,1,0,0.2925754621736353,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.777946051705281,1,-1.0357842692720256,1,1196-AMORA
0,0,0,0,0,1,0,0.33080197204864403,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.6956204707175633,0,-0.9542963467194051,1,4282-YMKNA
0,0,1,0,0,0,0,-0.4952230456852367,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.9853482790489364,0,-1.2802480369298874,0,1453-RZFON
0,0,0,0,0,0,0,0.13634537833664417,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,-0.40278229075723293,0,-0.506112772679992,0,8263-OKETD
0,0,0,1,0,0,1,-1.4808021915930663,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.9984294873891606,0,-1.2802480369298874,0,0670-KDOMA
0,0,0,0,0,1,0,0.3723525262606099,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.030023001493981436,0,-0.13941712119319946,0,2476-YGEFM
0,0,0,0,0,1,0,0.30587163952146457,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.974715661140019,1,-1.2802480369298874,0,8687-BAFGU
0,0,0,0,0,1,0,0.5817673194889176,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.9127729410399356,1,-1.1987601143772668,0,0641-EVBOJ
